0,1,2,3,4,5,6,info
87,http://vybary2019.by/candidates/087-1.html,АЛЕКСЕЙКОВ   Виктор Михайлович,1974,главный врач УЗ «Могилевская поликлиника № 6»,беспартийный,"сбор подписей избирателей, трудовой коллектив","Родился 29 марта 1974 года в городе Могилева.
Образование – высшее. В 1997 году окончил Витебский государственный медицинский институт по специальности лечебно – профилактическое дело. 
Трудовую деятельность начал в 1997 году в качестве  врача-хирурга в Могилевской городской больнице скорой медицинской помощи.
С 2000 по 2006 год работал врачом - оториноларингологом в Могилевской областной больнице. 
С 2006 по 2014 год назначен заместителем заведующего филиалом «Поликлиника № 2 г.Могилева».
С 2014 по настоящее время возглавляет учреждение здравоохранения «Могилевская поликлиника №6». 
Является членом Республиканского общественного объединения «Белая Русь». Беспартийный.
Женат,  имеет двоих сыновей."
87,http://vybary2019.by/candidates/087-2.html,ЛЮНТОВ   Дмитрий Александрович,1983,специалист по продажам ООО «Красное солнце»,член Белорусской социал-демократической партии (Грамада),политическая партия,"Родился 15 июня 1983 года в городе Могилеве.
          Образование среднее специальное. В 2002 году окончил учреждение образования «Могилевский государственный политехнический техникум» по специальности техническое обслуживание технологического оборудования и средств робототехники в автоматизированном производстве.
С 2003 по  2004 год проходил службу в рядах Вооруженных сил Республики Беларусь.
С 2006 по 2013 год работал слесарем, а в дальнейшем мастером контрольно – измерительных приборов и автоматики на участке Газомоторная ТЭЦ общества с ограниченной ответственностью «Стройтехпрогресс», г. Анадырь Чукотской автономной области.
В  2015 году работал инженером по эксплуатации общества с ограниченной ответственностью  «МД»  фабрики “Тетра Пак”, в городе Лобня Московской области.
         С  2018 года работает специалистом отдела продаж общества с ограниченной ответственностью «Красное солнце».
        С 2007  года является членом Белорусской социал - демократической партии (Грамада). 
       Женат, имеет одного ребенка."
87,http://vybary2019.by/candidates/087-3.html,МАСЕЙКОВ   Александр Анатольевич,1971,директор государственного специализированного учебно-спортивного учреждения «Могилевский областной центр Олимпийского резерва по гребным видам спорта»,беспартийный,"трудовой коллектив, сбор подписей избирателей","Родился 26 июля 1971 года в городе Могилеве.
         Образование высшее. В 1994 году окончил Могилевский государственный педагогический институт имени А.А.Кулешова по специальности физическая культура. 
         Трудовую деятельность начал с 1989 года тренером – преподавателем по гребле на байдарках и каноэ Могилевского областного совета «Динамо».
 С 1989 по 1991 год проходил службу в рядах Советской Армии.
         Заслуженный мастер спорта Республики Беларусь, Олимпийский чемпион 1992 года в Барселоне. 
         В 1992 году за высокие спортивные достижения награжден Почетной грамотой Верховного Совета Республики Беларусь. 
         В  2001 году удостоен звания «Почетный гражданин города Могилева». 
         С 2005 года возглавляет Могилевскую областную организацию общественного объединения «Белорусская ассоциация каноэ». 
         С 2007 года работает директором государственного специализированного учебно-спортивного учреждения «Могилевский областной центр олимпийского резерва по гребным видам спорта». 
         Депутат Могилевского областного Совета депутатов двадцать восьмого созыва. Беспартийный. 
         Женат, имеет четверых детей."
87,http://vybary2019.by/candidates/087-4.html,МЕЛЬКОВА   Надежда Ильинична,1951,пенсионерка,член Объединенной гражданской партии,политическая партия,"Родилась  8 октября 1951 года в городе Лениногорске Восточно - Казахстанской области. С 1979 года проживает в городе Могилеве.
      Образование среднее - специальное. В 1980 году окончила Семипалатинский техникум Советской торговли по специальности  товароведение и организация торговли продовольственными товарами.
      Трудовую деятельность начала с 1968 года учителем английского языка Лениногорского городского отдела народного образования.
      С 1973 по 2006 год прошла трудовой путь от ученицы продавца до заведующего магазином Могилевского горпищеторга.
      В 2002 году награждена значком «Отличник торговли Республики Беларусь», за многолетний, плодотворный труд, высокие профессиональные достижения.
       С 2006 года не работает, пенсионерка.
       Является членом Объединенной Гражданской Партии.
       Замужем. Имеет двух сыновей и четырех внуков."
87,http://vybary2019.by/candidates/087-5.html,ТКАЧЕВ   Дмитрий Владимирович,1985,заместитель директора ООО «СпецАвто-Технологии»,член Либерально-демократической партии,политическая партия,"Родился 14 марта 1985 года в городе Могилеве.
     Образование – высшее.
      В 2003 году окончил Могилевский профессиональный элетротехнический колледж по специальности электромонтер по ремонту и обслуживанию электрооборудования.
      В 2008 году окончил Могилевский государственный университет им. А.А.Кулешова по специальности физика.
      В 2009 году окончил магистратуру, а в 2012 году - аспирантуру Могилевского государственного университета им. А.А.Кулешова по специальности физика, оптика. Имеет степень магистра физико –математических  наук.
      Во время учебы работал электромонтером, лаборантом кафедры экспериментальной и теоретической физики Могилевского государственного университета им А.А.Кулешова; преподавателем информатики Могилевского государственного профессионального лицея № 1.
       С 2012 по 2015 год работал заведующим регионального центра коллективного пользования исследовательским оборудованием и приборами МГУ им А.А.Кулешова.
      С 2019 года работает заместителем директора общества с ограниченной ответственностью «СпецАвтоТехнологии».
      Член Либерально-демократической партии. 
      Женат, имеет двоих детей."
88,http://vybary2019.by/candidates/088-1.html,ЖВИРБЛЯ   Галина Михайловна,1960,пенсионерка,член Объединенной гражданской партии,политическая партия,"Пенсіянер
	Жвірбля Галіна Міхайлаўна нарадзілася 5 лютага 1960 года ў горадзе Магілёве. Беларуска.
	Адукацыя вышэйшая. У 1985 годзе скончыла Магілёўскі техналагічны інстытут па спецыяльнасці “Захаванне і тэхналогія перапрацоўкі збожжа”.
	Пасля заканчэння інстытута была накіравана працаваць на Магілеўскі камбінат хлебапрадуктаў, дзе адпрацавала шмат гадоў на розных пасадах.
Член Аб’яднанай грамадзянскай партыі.
Мае дачку."
88,http://vybary2019.by/candidates/088-2.html,ЗАЙЦЕВ   Сергей Викторович,1969,главный инженер Чаусского УКП «Жилкомхоз»,беспартийный,"трудовой коллектив, сбор подписей избирателей","Главный инженер Чаусского унитарного 
коммунального предприятия «Жилкомхоз»

	Зайцев Сергей Викторович родился 16 июня 1969 года в г.Чаусы. Белорус. 
	Образование среднее специальное. В  1987 году окончил ГПТУ-33 г.Могилева, а в 2004 – учреждение образования «Могилевский химико-технологический техникум» по специальности «Электроэнергетика».
	  Трудовую деятельность  начал в 1987 году электриком Чаусского овощесушильного завода.
	С 1987 по 1989 год – служба в Советской Армии.
	С 1990 по 2004 год – электромонтер Чаусского унитарного коммунального предприятия «Жилкомхоз».
	С 2004 по 2006 год – ведущий инженер-энергетик открытого акционерного общества «Чаусский маслосырзавод».
	С 2006 года по настоящее время работает главным инженером Чаусского унитарного коммунального предприятия «Жилкомхоз».
	Депутат Могилевского областного и Чаусского районного   Советов депутатов двадцать восьмого созыва.
	Беспартийный.
Женат. Имеет двух сыновей."
88,http://vybary2019.by/candidates/088-3.html,ЛАСИЦА   Евгений Васильевич,1984,заведующий складом ООО «Еврозапчасть»,беспартийный,сбор подписей избирателей,"Заведующий складом общества с ограниченной ответственностью «ЕВРОЗАПЧАСТЬ»

	Ласица Евгений Васильевич родился 4 июня 1984 года в деревне Полыковичи Могилевского района. Белорус. 
	Образование высшее. В 2003 году окончил учреждение образования «Могилевский государственный химико-технологический техникум», а в 2016 году - Академию  управления при Президенте Республики Беларусь.
	С 2003 по 2011 год – служба во внутренних войсках Министерства внутренних дел Республики Беларусь.
	Трудовую деятельность начал в 2012 году начальником гаража общества с дополнительной ответственностью «ТУТ и ТАМ Логистикс».
	С 2015 по 2016 год – начальник производства № 1 открытого акционерного общества «Могилёвоблпищепром».
	С 2016 по 2017 год – кладовщик, начальник отдела общества с ограниченной ответственностью «ЕВРОЗАПЧАСТЬ».
	С 2018 года по настоящее время работает заведующим складом общества с ограниченной ответственностью «ЕВРОЗАПЧАСТЬ».
	Награжден юбилейной медалью “90 ГОД УЗБРОЕНЫХ СІЛ РЭСПУБЛІКІ БЕЛАРУСЬ”.
	Беспартийный.
Женат. Имеет сына."
88,http://vybary2019.by/candidates/088-4.html,ЛОБОДЫРЕВ   Александр Иванович,1982,директор ООО «СпецАвто-Технологии»,член Либерально-демократической партии,политическая партия,"Директор общества с ограниченной ответственностью
«СпецАвтоТехнологии»

	Лободырёв Александр Иванович родился 9 марта 1982 года в городе Могилёве. Белорус. 
	Образование высшее. В 2004 году  окончил учреждение образования «Могилевский государственный университет им. А.А.Кулешова по специальности «Физика. Математика».
	Трудовую деятельность начал в 2004 году учителем математики Обидовичской средней школы Быховского района.
	С 2006 по 2008 год – учитель физики средней школы № 43 г.Могилева.
	С 2008 по 2009 год – кассир филиала открытого акционерного общества «Банк Москва-Минск» в г.Могилёве.
	С 2009 по 2010 год – специалист по работе с клиентами частного производственно-торгового унитарного предприятия «АгроМедКом».
	С 2010 по 2013 год – индивидуальный предприниматель.
	С 2013 года по настоящее время работает директором общества с ограниченной ответственностью «СпецАвтоТехнологии».
	Является помощником депутата Палаты представителей Национального собрания Республики Беларусь шестого созыва Хищенко А.П. и председателем Могилевской областной организации Либерально-демократической партии.     
	Член Либерально-демократической партии.
Женат. Имеет трёх сыновей."
88,http://vybary2019.by/candidates/088-5.html,ТАРАСЕНКО   Наталья Эдуардовна,1970,начальник отдела по образованию Могилевского райисполкома,беспартийная,"сбор подписей избирателей, трудовой коллектив","Начальник отдела по образованию Могилевского районного исполнительного комитета
	Тарасенко Наталья Эдуардовна родилась 21 мая 1970 года в деревне Махово Могилевского района. Белоруска. 
	Образование высшее. В 1991 году с отличием окончила Могилевский педагогический институт имени А.А.Кулешова по специальности «Педагогика и методика начального обучения», а в 2001 году получила второе высшее образование (диплом с отличием) по специальности «Практическая психология» в Могилевском государственном университете имени А.А.Кулешова.
	Вся трудовая деятельность Тарасенко Н.Э. связана с Могилевским районом.
	С 1991 по 1992 год – учитель начальных классов Коминтерновской средней школы Могилевского района.
	С 1992 по 1996 год – учитель начальных классов Романовичской средней школы Могилевского района.
 	С 1996 по 2006 год – учитель начальных классов, педагог-психолог Кадинской средней школы Могилевского района.
	С 2006 по 2016 год – заместитель директора по воспитательной работе государственного учреждения образования «Кадинская средняя школа» Могилевского района.
	С 2016 по 2018 год – директор  государственного учреждения образования «Кадинская средняя школа» Могилевского района.
	С 2018 года работает начальником отдела по образованию Могилевского районного исполнительного комитета.
	Является депутатом Могилевского районного Совета депутатов двадцать восьмого созыва. Член республиканского общественного объединения «Белая Русь».
	Беспартийная.
Замужем. Имеет сына и дочь."
89,http://vybary2019.by/candidates/089-1.html,КНИГА   Наталья Ивановна,1974,директор ГУО «Средняя школа № 1 им. Героя Советского Союза  П.А. Кривоноса г. Кличева»,беспартийная,"сбор подписей избирателей, трудовой коллектив","Директор государственного учреждения образования «Средняя школа № 1 имени Героя Советского Союза П.А.Кривоноса г.Кличева».

Родилась в 1974 году в деревне Станция Несета Кличевского района Могилевской области.
Трудовую деятельность начала в  1996 году после окончания Могилевского государственного педагогического института имени А.А.Кулешова.
Работала заместителем директора по воспитательной работе, педагогом социальным, учителем химии, заместителем директора по учебной работе государственного учреждения образования «Средняя школа № 2 имени Ф.И.Ковалёва». 
С 2015 года - директор государственного  учреждения образования «Средняя школа № 1 имени Героя Советского Союза П.А.Кривоноса г.Кличева».
Награждена Почетными грамотами Министерства образования Республики Беларусь (2017 г.), Могилевского областного исполнительного комитета (2018 г.) 
Является членом Республиканского общественного объединения «Белая Русь».
Беспартийная.
Замужем. Имеет сына."
89,http://vybary2019.by/candidates/089-2.html,МАТЮХА   Евгений Игоревич,1988,индивидуальный предприниматель,член Либерально-демократической партии,политическая партия,"Индивидуальный предприниматель.

Родился в 1988 году в г.Могилеве.
Трудовую деятельность начал в 2007 году после окончания средней школы № 1 г.Могилева.
Работал продавцом непродовольственных товаров  унитарного частного торгового предприятия «Модульные системы строительства», инженером-программистом средней школы № 39 г.Могилева, наладчиком контрольно-измерительных приборов и систем автоматизации открытого акционерного общества «Могилевспецавтоматика», специалистом по снабжению частного производственно-торгового унитарного предприятия «АгроМедКом».
С 2012 года - индивидуальный предприниматель.
Является членом Либерально-демократической партии.
Женат."
89,http://vybary2019.by/candidates/089-3.html,ПАЦКЕВИЧ   Валентина Эдуардовна,1961,пенсионерка,член Объединенной гражданской партии,политическая партия,"Родилась в 1961 году в г.Бобруйске Могилевской области.
В 1985 году окончила Белорусский государственный университет имени В.И.Ленина.
С 1985 по 1988 и с 1994 по 2012 годы работала учителем белорусского и русского языка и литературы средней школы № 3 г.Бобруйска.
Пенсионер.
Является членом Объединенной гражданской партии. 
Имеет двоих детей."
89,http://vybary2019.by/candidates/089-4.html,ШУТОВА   Светлана Александровна,1967,главный редактор коммунального издательского унитарного предприятия «Информационное агентство «Могилевские ведомости»,беспартийная,"сбор подписей избирателей, трудовой коллектив","Главный редактор коммунального издательского унитарного предприятия «Информационное агентство 
«Могилевские ведомости».

Родилась в 1967 году в г.Могилеве. 
Трудовую деятельность начала в 1989 году после окончания Белорусского государственного университета имени В.И.Ленина. 
Работала младшим редактором Могилевского областного радио, редактором, заведующим отделом информации студии радиовещания Могилевского телерадиообъединения.
С 2003 по 2005 годы – главный редактор Могилевского областного радио республиканского унитарного предприятия радиотелецентр «Телекомпания «Могилев».
2005 - 2013 годы – главный редактор областной газеты «Могилевские ведомости».
С 2013 года – главный редактор коммунального издательского унитарного предприятия «Информационное агентство «Могилевские ведомости».
В 2004 году удостоена специальной премии Могилевского облисполкома «Человек года», в 2014 году стала победителем республиканского конкурса «Женщина года-2014» в номинации «За вклад в духовно-нравственное возрождение нации», в 2017 году – лауреат премии Могилевского горисполкома «Достижение», в 2019 году награждена медалью Франциска Скорины. 
Заместитель председателя Могилевского областного Совета депутатов.
Является председателем Могилевской областной организации общественного объединения «Белорусский союз журналистов».
Беспартийная. 
Замужем. Имеет двоих детей."
90,http://vybary2019.by/candidates/090-1.html,АЛЕКСАНДРОВА   Инга Викторовна,1966,директор УО «Шкловская государственная специализированная общеобразовательная школа-интернат для детей с нарушениями зрения»,член Коммунистической партии Беларуси,"политическая партия, сбор подписей избирателей","Директор учреждения образования «Шкловская государственная специальная общеобразовательная школа-интернат для детей с нарушениями зрения»

           Родилась 23 июля 1966 года в городе Шклове Могилевской  области. Гражданка Республики Беларусь.
	С 1973 по 1983 годы обучалась в средней школе № 1 г. Шклова. 
	В 1988 году окончила Могилевский  государственный педагогический институт им. А.А. Кулешова по специальности  «Учитель русского языка и литературы».
          Свою трудовую деятельность начала в 1988 году в средней школе №4 г.Шклова учителем русского языка и литературы, где  работала  до 1998  года.  
С 1998 по 1999 гг.  – методист районного учебно-методического кабинета отдела образования Шкловского райисполкома. 
С 1999 года – заведующий методическим кабинетом отдела образования Шкловского райисполкома.
С 2002 года назначена на должность заместителя заведующего отделом образования Шкловского райисполкома.  
	С 2007 по 2011 гг. – директор государственного учреждения образования «Городецкий учебно-педагогический комплекс детский сад-средняя школа Шкловского района».
	С 2012 года по настоящее время работает в должности директора учреждения образования «Шкловская государственная специальная общеобразовательная школа-интернат для детей с нарушениями зрения». 
	 Замужем. Имеет дочь. Член Коммунистической партии Беларуси.
          Общая сумма  дохода за 2018 год составила 15 545, 67 рубля. Имущества на праве собственности не имеет."
90,http://vybary2019.by/candidates/090-2.html,ГАНЧУК   Андрей Александрович,1979,председатель Белыничского районного Совета депутатов,беспартийный,"сбор подписей избирателей, трудовой коллектив","Председатель 
Белыничского районного Совета депутатов

Родился 20 марта 1979 года в г.п.Белыничи Могилевской области. Гражданин Республики Беларусь.
В 2002 году окончил Могилевский государственный университет имени А.А.Кулешова по специальности “История и социально-политические дисциплины”, в 2018 году – Академию управления при Президенте Республики Беларусь по специальности “Государственное и местное управление”.
Свою трудовую деятельность начал в 2002 году учителем истории Техтинского учебно-педагогического комплекса детский сад-средняя школа Белыничского района.
С 2002 по 2004 гг.  – методист районного методического кабинета отдела образования Белыничского райисполкома.
С 2004 по 2007 гг. – директор Олешковичской базовой школы Белыничского района.
С 2007 по 2010 гг. – директор Мощаницкой средней школы Белыничского района.
С 2010 по 2011 гг. – начальник отдела по делам молодежи Белыничского райисполкома. 
С 2011 по 2014 гг. – заместитель начальника отдела образования Белыничского райисполкома.
С 2014 по 2015 гг. – начальник отдела образования Белыничского райисполкома.
С 2015 по 2018 гг. – заместитель председателя Белыничского райисполкома.
С  2018 года по настоящее время  является председателем Белыничского районного Совета депутатов.
Избирался депутатом Белыничского районного Совета депутатов 27 и 28 созывов.
Председатель Белыничской районной организации республиканского общественного объединения «Белая Русь».
Женат. Имеет двоих детей. Беспартийный.
      Общая сумма  дохода за 2018 год составила         39 380,68 рубля. 
На праве собственности імеет два легковых автомобиля марок: ВАЗ 2002 года выпуска; Опель 2005 года выпуска."
90,http://vybary2019.by/candidates/090-3.html,МЕТЕЛИЦА   Николай Михайлович,1968,индивидуальный предприниматель,член Партии БНФ,политическая партия,"Спецыяліст па продажах ў індывідуальнага прадпрымальніка Мяцеліцы А.Г.

Нарадзіўся 16 ліпеня 1968 года ў горадзе Былынічы Магілёўскай вобласці. Грамадзянін Рэспублікі Беларусь. 
У 1975-1985 гг. навучаўся ў сярэдняй школе №1 горада Бялынічы.  
	У 1986 годзе скончыў Бялыніцкае прафесійна-тэхнічнае вучылішча №17, дзе атрымаў прафесію “Экскаватаршчык”. 
З 1986 па 1988 гг. – служыў у радах Савецкай арміі. 
Пасля службы ў арміі працуе ў аддзеле культуры Бялыніцкага райвыканкама кіраўніком вакальна-інструментальнага ансамбля.
Пазней скончыў Магілёўскае прафесійна-тэхнічнае вучылішча.
Працаваў экскаватаршчыкам у Бялыніцкай ПМК-240, а пазней – кіраўніком вакальна-інструментальнага ансамбля ў гэтай жа арганізацыі. 
З 1999 года працуе ў горадзе Бялынічы індывідуальным прадпрымальнікам, а з 2014 года – спецыяліст па продажах ў індывідуальнага прадпрымальніка Мяцеліцы А.Г.
У 2016 годзе – кандыдат ў дэпутаты Палаты прадстаўнікоў Нацыянальнага сходу Рэспублікі Беларусь шостага склікання па Магілёўскай сельскай выбарчай акрузе № 88.
Жанаты. Мае дарослага сына. 
Член Партыі БНФ.
        Агульная сума дахода за 2018 год склала     915,00 рублёў.
         На праве ўласнаці мае матацыкл Хонда 1998 года выпуску."
90,http://vybary2019.by/candidates/090-4.html,ХАМРАТОВ   Александр Геннадьевич,1983,председатель товарищества собственников «Белый дом нью»,член Белорусской социал-демократической партии (Грамада),политическая партия,"Председатель 
товарищества собственников «Белый дом нью»

Родился 13 июня 1983 года в городе Могилеве. Гражданин Республики Беларусь.
В 2002 году окончил Могилевский химико-технологический техникум  по специальности «Электроэнергетика».
	В 2008 году окончил государственное учреждение высшего профессионального образования «Белорусско-Российский университет» по специальности «Методы и приборы контроля качества диагностики состояния объектов».
В 2014 году получил второе образование в институте повышения квалификации и переподготовки кадров государственного учреждения высшего профессионального образования «Белорусско-Российский университет» по специальности «Правоведение».
С 2017 года по настоящее время является председателем товарищества собственников «Белый дом нью».
Оказывает добровольную юридическую помощь населению.
Холост. Член Белорусской социал-демократической партии (Грамада).
          Общая сумма  дохода за 2018 год составила                              2484,94 рубля.
На праве собственности имеет квартиру площадью 51 кв.м в г. Могилеве и легковой автомобиль марки Ситроен 2005 года выпуска."
90,http://vybary2019.by/candidates/090-5.html,ШАМБАЛОВА   Татьяна Петровна,1986,страховой агент республиканского дочернего унитарного страхового предприятия «Стравита»,член Объединенной гражданской партии,политическая партия,"Страхавы агент 
           Дзяржаўнага страхавога прадпрыемства “Стравіта”

Нарадзілася 20 снежня 1986 года ў горадзе Чэрыкаве Магілёўскай вобласці. Грамадзянка Рэспублікі Беларусь.
У 2005 годзе  скончыла Княжыцкую сярэднюю агульнаадукацыйную школу.
	З 2005 па 2008 гг. вывучала гісторыю і археалогію ў Магілёўскім дзяржаўным універсітэце імя А.А. Куляшова.
	З 2009 па 2012 гг.  вывучала гісторыю і культуру краін Усходняй Еўропы ва Універсітэце імя Мікалая Каперніка (горад Торунь, Польшча).
З 2006 года працавала пазаштатнай журналісткай у розных газетах і інтэрнэт-выданнях перакладчыцай,  валодае польскай мовай.
З 2007 па 2011 год – каардынатар аргкамітэта Беларуская Хрысціянская Дэмакратыя,  сябра арганізацыйнага камітэта па стварэнні партыі па г.Магілёве.
З 2017 па 2018 год – фінансавы кансультант Таварыства з абмежаванай адказнасцю Страхавы брокер “СтарЛайф СІ” сістэмы накапляльнага страхавання дадатковай пенсіі, жыцця і здароўя чалавека.
З лютага 2019 года – страхавы агент Дзяржаўнага страхавога  прадпрыемства “Стравіта”.
Са школьных часоў прымае актыўны ўдзел у грамадскім жыцці, вырашэнні мясцовых праблемаў.
У 2016 годзе – кандыдат ў дэпутаты Палаты прадстаўнікоў Нацыянальнага сходу Рэспублікі Беларусь шостага склікання па Крычаўскай выбарчай акрузе № 83. 
Сябра Праваабаронча-асветніцкага грамадскага аб’яднання  «Рух «За Свабоду». Член Аб’яднанай грамадзянскай партыі.
Не замужам.
Агульная сума дахода за 2018 год склала 2 574,32 рубля. Маёмасці на праве ўласнаці не мае."
91,http://vybary2019.by/candidates/091-1.html,"АДАМОВИЧ  
      Юрий Валентинович",1980,ведущий экономист республиканского унитарного предприятия    «Информационно-издательский центр по налогам и сборам»,член Объединенной гражданской партии,политическая партия,"нарадзіўся 18 лістапада 1980 года, адукацыя вышэйшая, вядучы эканаміст рэспубліканскага унітарнага прадпрыемства “Інфармацыйна-выдавецкі цэнтр па падатках і зборах”, жыве ў г.Мінску, член Аб’яднанай грамадзянскай партыі. 
Агульная сума гадавога даходу 17 482,14 бел.руб. У асабістай уласнасці мае легкавы аўтамабіль, двухпакаёвую кватэру (агульная сумесная ўласнасць)."
91,http://vybary2019.by/candidates/091-2.html,"Козловская  
      Елена Леонидовна",1968,директор государственного учреждения образования    «Средняя школа № 169 г.Минска»,"член  
      Коммунистической партии Беларуси",политическая    партия,"нарадзілася 21 снежня 1968 года, адукацыя вышэйшая, дырэктар дзяржаўнай установы адукацыі “Сярэдняя школа № 169 г.Мінска”, жыве ў г. Мінску, член Камуністычнай партыі Беларусі.
Агульная сума гадавога даходу 20 074,33 бел.руб. У агульнай сумеснай уласнасці мае кватэру, легкавы аўтамабіль."
91,http://vybary2019.by/candidates/091-3.html,"ЛАГУНОВА 
      Галина Николаевна",1964,директор Минского филиала учреждения образования «Белорусский    торгово-экономический университет потребительской кооперации»,беспартийная,"сбор    подписей избирателей, трудовой коллектив","нарадзілася 22 лістапада 1964 года, адукацыя вышэйшая, дырэктар Мінскага філіяла ўстановы адукацыі “Беларускі гандлёва-эканамічны ўніверсітэт спажывецкай кааперацыі”, жыве ў г. Мінску, беспартыйная.
Агульная сума гадавога даходу 33 699,88 бел.руб. У асабістай уласнасці мае легкавы аўтамабіль. У агульнай сумеснай уласнасці мае двухпакаёвую кватэру, два легкавых аўтамабілі."
