name,lastName,firstName,middleName,sex,alreadyInParliament,birthDate,jobTitle,partyRaw,party,promotionType,homeAddressRaw,homeAddress,candidateDetailsUrl,electionDistrict,electionDistrictNumber,electionDistrictCapacity,electionDistrictCandidates,electionDistrictRegion
Козловская Елена Леонидовна,Козловская,Елена,Леонидовна,F,0,1968,директор государственного учреждения образования «Средняя школа № 169 г.Минска»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,политическая партия,г. Минск,г. Минск,/candidates/091-2.html,Шабановский избирательный округ,91,60792,4,Минск
Лагунова Галина Николаевна,Лагунова,Галина,Николаевна,F,0,1964,директор Минского филиала учреждения образования «Белорусский торгово-экономический университет потребительской кооперации»,беспартийная,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/091-3.html,Шабановский избирательный округ,91,60792,4,Минск
Шибеко Николай Александрович,Шибеко,Николай,Александрович,M,0,1988,инженер открытого акционерного общества «Управляющая компания холдинга «Минский моторный завод»,член Республиканской партии,член Республиканской партии,политическая партия,г. Минск,г. Минск,/candidates/091-5.html,Шабановский избирательный округ,91,60792,4,Минск
Гранковский Александр Александрович,Гранковский,Александр,Александрович,M,0,1963,заместитель генерального директора открытого акционерного общества «Минский автомобильный завод» – управляющая компания холдинга «БЕЛАВТОМАЗ» – технический директор,беспартийный,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/092-1.html,Автозаводской избирательный округ,92,65848,5,Минск
Денинис Вера Викторовна,Денинис,Вера,Викторовна,F,0,1973,директор учреждения образования «Минский государственный профессионально-технический колледж кулинарии»,член Белорусской социально-спортивной партии,член Белорусской социально-спортивной партии,политическая партия,г. Минск,г. Минск,/candidates/092-2.html,Автозаводской избирательный округ,92,65848,5,Минск
Жоров Денис Леонидович,Жоров,Денис,Леонидович,M,0,1983,"главный бухгалтер частного производственно-торгового унитарного предприятия «АРТ-трио», индивидуальный предприниматель",член Партии БНФ,член Партии БНФ,политическая партия,г. Минск,г. Минск,/candidates/092-3.html,Автозаводской избирательный округ,92,65848,5,Минск
Омельянович Николай Леонтьевич,Омельянович,Николай,Леонтьевич,M,0,1940,пенсионер,член Белорусской партии левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Минск,г. Минск,/candidates/092-4.html,Автозаводской избирательный округ,92,65848,5,Минск
Потоцкий Александр Александрович,Потоцкий,Александр,Александрович,M,0,1980,начальник участка упаковки и отгрузки продукции ООО «Регула»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/092-5.html,Автозаводской избирательный округ,92,65848,5,Минск
Бухвостов Александр Иванович,Бухвостов,Александр,Иванович,M,0,1944,пенсионер,член Белорусской партии левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Минск,г. Минск,/candidates/093-1.html,Васнецовский избирательный округ,93,62173,5,Минск
Воронич Андрей Сергеевич,Воронич,Андрей,Сергеевич,M,0,1995,агент по операциям с недвижимостью ООО «ЭРА-Недвижимости»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Лунинец,г. Лунинец,/candidates/093-2.html,Васнецовский избирательный округ,93,62173,5,Минск
Плавинская Светлана Ивановна,Плавинская,Светлана,Ивановна,F,0,1963,"заместитель директора по кадрам, социальному развитию и идеологической работе открытого акционерного общества «Управление механизации № 79»",член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,политическая партия,г. Минск,г. Минск,/candidates/093-3.html,Васнецовский избирательный округ,93,62173,5,Минск
Фролов Валентин Сергеевич,Фролов,Валентин,Сергеевич,M,0,1983,индивидуальный предприниматель,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/093-4.html,Васнецовский избирательный округ,93,62173,5,Минск
Шкроб Марина Александровна,Шкроб,Марина,Александровна,F,0,1967,заместитель главного врача по акушерско-гинекологической помощи учреждения здравоохранения «5-я городская клиническая больница»,беспартийная,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/093-5.html,Васнецовский избирательный округ,93,62173,5,Минск
Воронецкий Валерий Иосифович,Воронецкий,Валерий,Иосифович,M,1,1963,депутат Палаты представителей Национального собрания Республики Беларусь шестого созыва,беспартийный,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/094-1.html,Свислочский избирательный округ,94,63729,4,Минск
Живолович Кирилл Владимирович,Живолович,Кирилл,Владимирович,M,0,1979,главный редактор общества с ограниченной ответственностью «БелГазета»,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/094-2.html,Свислочский избирательный округ,94,63729,4,Минск
Майоров Артём Игоревич,Майоров,Артем,Игоревич,M,0,1989,повар-сушист общества с дополнительной ответственностью «Виталюр»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/094-4.html,Свислочский избирательный округ,94,63729,4,Минск
Черник Галина Владимировна,Черник,Галина,Владимировна,F,0,1978,директор государственного учреждения образования «Средняя школа № 51 г. Минска»,беспартийная,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/094-5.html,Свислочский избирательный округ,94,63729,4,Минск
Костусёв Григорий Андреевич,Костусёв,Григорий,Андреевич,M,0,1957,"председатель Партии БНФ и Общественного объединения БНФ «Адраджэньне», помощник депутата Палаты представителей Анисим Е.Н.",член Партии БНФ,член Партии БНФ,политическая партия,г. Шклов,г. Шклов,/candidates/095-1.html,Купаловский избирательный округ,95,56784,7,Минск
Лаврецкий Данила Олегович,Лаврецкий,Данила,Олегович,M,0,1997,индивидуальный предприниматель,член Белорусской партии «Зелёные»,член Белорусской партии «Зелёные»,политическая партия,г. Минск,г. Минск,/candidates/095-2.html,Купаловский избирательный округ,95,56784,7,Минск
Майский Александр Леонидович,Майский,Александр,Леонидович,M,0,1994,индивидуальный предприниматель,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/095-3.html,Купаловский избирательный округ,95,56784,7,Минск
Орлова Оксана Евгеньевна,Орлова,Оксана,Евгеньевна,F,0,1970,директор государственного социально-педагогического учреждения образования «Детский городок Ленинского района г. Минска»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/095-4.html,Купаловский избирательный округ,95,56784,7,Минск
Поправко Пётр Иванович,Поправко,Петр,Иванович,M,0,1974,юрисконсульт частного предприятия «ДЭЛФИДИЛИНГ»,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/095-5.html,Купаловский избирательный округ,95,56784,7,Минск
Сайганова Татьяна Ивановна,Сайганова,Татьяна,Ивановна,F,1,1970,депутат Палаты представителей Национального собрания Республики Беларусь шестого созыва,член Белорусской патриотической партии,член Белорусской патриотической партии,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/095-6.html,Купаловский избирательный округ,95,56784,7,Минск
Шевко Евгений Маратович,Шевко,Евгений,Маратович,M,0,1980,председатель Центрального Совета общественного объединения «Республиканская ассоциация инвалидов-колясочников»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/095-7.html,Купаловский избирательный округ,95,56784,7,Минск
Гацак Надежда Алексеевна,Гацак,Надежда,Алексеевна,F,0,1986,в отпуске по уходу за ребенком,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/096-1.html,Чкаловский избирательный округ,96,60124,5,Минск
Горбунов Олег Аркадьевич,Горбунов,Олег,Аркадьевич,M,0,1962,директор УП «Элион-9»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/096-2.html,Чкаловский избирательный округ,96,60124,5,Минск
Савиных Андрей Владимирович,Савиных,Андрей,Владимирович,M,0,1962,старший советник управления Европы главного управления Европы и Северной Америки Министерства иностранных дел,беспартийный,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/096-3.html,Чкаловский избирательный округ,96,60124,5,Минск
Терехова Татьяна Ивановна,Терехова,Татьяна,Ивановна,F,0,1982,временно не работает,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/096-4.html,Чкаловский избирательный округ,96,60124,5,Минск
Шклярик Максим Александрович,Шклярик,Максим,Александрович,M,0,1990,специалист по продажам ООО «МОГИРУС ОПТ»,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/096-5.html,Чкаловский избирательный округ,96,60124,5,Минск
Клишевич Сергей Михайлович,Клишевич,Сергей,Михайлович,M,0,1990,первый секретарь Минской городской организации общественного объединения «Белорусский республиканский союз молодежи»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/097-1.html,Октябрьский избирательный округ,97,58173,7,Минск
Козлов Сергей Юрьевич,Козлов,Сергей,Юрьевич,M,0,1984,начальник отдела материально-технического обеспечения ОАО «Дрожжевой комбинат»,член Белорусской патриотической партии,член Белорусской патриотической партии,политическая партия,г. Минск,г. Минск,/candidates/097-2.html,Октябрьский избирательный округ,97,58173,7,Минск
Козловский Евгений Михайлович,Козловский,Евгений,Михайлович,M,0,1992,заместитель директор ООО «ОлимпКар»,член Республиканской партии,член Республиканской партии,политическая партия,г. Минск,г. Минск,/candidates/097-3.html,Октябрьский избирательный округ,97,58173,7,Минск
Макаров Евгений Николаевич,Макаров,Евгений,Николаевич,M,0,1989,Наладчик технологического оборудования ОАО «ИНТЕГРАЛ»-управляющая компания холдинга «ИНТЕГРАЛ»,член Белорусской партии левых «Справедливый мир»,член Белорусской партии левых «Справедливый мир»,политическая партия,г. Минск,г. Минск,/candidates/097-4.html,Октябрьский избирательный округ,97,58173,7,Минск
Наглин Никита Викторович,Наглин,Никита,Викторович,M,0,1985,электромеханик ГП «Минский метрополитен»,член Партии БНФ,член Партии БНФ,политическая партия,г. Березино,г. Березино,/candidates/097-6.html,Октябрьский избирательный округ,97,58173,7,Минск
Талецкий Сергей Валентинович,Талецкий,Сергей,Валентинович,M,0,1961,заместитель директора государственного предприятия «Управление капитального строительства Запад»,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,политическая партия,г. Минск,г. Минск,/candidates/097-7.html,Октябрьский избирательный округ,97,58173,7,Минск
Чак Илона Антоновна,Чак,Илона,Антоновна,F,0,1968,директор учреждения образования «Минский государственный профессионально-технический колледж легкой промышленности и бытового обслуживания населения»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,сбор подписей избирателей,г. Минск,г. Минск,/candidates/097-8.html,Октябрьский избирательный округ,97,58173,7,Минск
Гебремариам Алана Тадеге,Гебремариам,Алана,Тадеге,F,0,1997,безработная,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/098-1.html,Грушевский избирательный округ,98,69101,6,Минск
Голосов Андрей Анатольевич,Голосов,Андрей,Анатольевич,M,0,1977,временно не работает,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,политическая партия,г. Минск,г. Минск,/candidates/098-2.html,Грушевский избирательный округ,98,69101,6,Минск
Дашкевич Дмитрий Николаевич,Дашкевич,Дмитрий,Николаевич,M,0,1981,директор ООО «Дашкевич-Строй»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/098-3.html,Грушевский избирательный округ,98,69101,6,Минск
Канашонок Егор Дмитриевич,Канашонок,Егор,Дмитриевич,M,0,1996,"индивидуальный предприниматель, директор образовательно-продюсерского центра «Голоса»",беспартийный,не состоит в партии,сбор подписей избирателей,"аг. Лошница, Борисовский район","аг. Лошница, Борисовский район",/candidates/098-4.html,Грушевский избирательный округ,98,69101,6,Минск
Макарина-Кибак Людмила Эдуардовна,Макарина-Кибак,Людмила,Эдуардовна,F,1,1967,депутат Палаты представителей Национального собрания Республики Беларусь шестого созыва,беспартийная,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/098-5.html,Грушевский избирательный округ,98,69101,6,Минск
Усинович Татьяна Иосифовна,Усинович,Татьяна,Иосифовна,F,0,1985,временно не работает,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/098-6.html,Грушевский избирательный округ,98,69101,6,Минск
Василевский Виталий Владимирович,Василевский,Виталий,Владимирович,M,0,1980,директор ГУО «Средняя школа № 204 г.Минска»,беспартийный,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/099-1.html,Юго-Западный избирательный округ,99,64218,7,Минск
Комаровский Игорь Сергеевич,Комаровский,Игорь,Сергеевич,M,1,1971,депутат Палаты представителей Национального собрания Республики Беларусь шестого созыва,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/099-2.html,Юго-Западный избирательный округ,99,64218,7,Минск
Кублицкий Станислав Юрьевич,Кублицкий,Станислав,Юрьевич,M,0,1962,заместитель начальника службы подвижного состава государственное предприятие «Минский метрополитен»,член Белорусской патриотической партии,член Белорусской патриотической партии,политическая партия,г. Минск,г. Минск,/candidates/099-3.html,Юго-Западный избирательный округ,99,64218,7,Минск
Курильский Дмитрий Валентинович,Курильский,Дмитрий,Валентинович,M,0,1986,заместитель директора ООО «Ашел Сити»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Полоцк,г. Полоцк,/candidates/099-4.html,Юго-Западный избирательный округ,99,64218,7,Минск
Толстая Елена Владимировна,Толстая,Елена,Владимировна,F,0,1967,временно не работает,член Партии БНФ,член Партии БНФ,политическая партия,г. Минск,г. Минск,/candidates/099-5.html,Юго-Западный избирательный округ,99,64218,7,Минск
Шашок Станислав Валерьевич,Шашок,Станислав,Валерьевич,M,0,1994,стажер РПОО «Белорусский Хельсинский Комитет»,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/099-7.html,Юго-Западный избирательный округ,99,64218,7,Минск
Шемятовец Андрей Георгиевич,Шемятовец,Андрей,Георгиевич,M,0,1962,директор НП ОДО «МНТ»,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,"д. Бобруйщина, Глубокский район","д. Бобруйщина, Глубокский район",/candidates/099-8.html,Юго-Западный избирательный округ,99,64218,7,Минск
Гайдук Оксана Вячеславовна,Гайдук,Оксана,Вячеславовна,F,1,1974,депутат Палаты представителей Национального собрания Республики Беларусь шестого созыва,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/100-1.html,Есенинский избирательный округ,100,67391,5,Минск
Кандратович Леонид Федорович,Кандратович,Леонид,Федорович,M,0,1961,помощник руководителя ООО «Ривьера Центр»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,политическая партия,г. Минск,г. Минск,/candidates/100-2.html,Есенинский избирательный округ,100,67391,5,Минск
Мехедко Андрей Александрович,Мехедко,Андрей,Александрович,M,0,1979,заместитель директора ООО «Той Парк»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/100-3.html,Есенинский избирательный округ,100,67391,5,Минск
Савич Виталий Владимирович,Савич,Виталий,Владимирович,M,0,1978,директор ЧТПУП «Альфа РЭТ»,член Белорусской социально-демократической партии (Грамада),член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/100-4.html,Есенинский избирательный округ,100,67391,5,Минск
Шевченко Наталья Викторовна,Шевченко,Наталья,Викторовна,F,0,1973,директор ГУО «Центр дополнительного образования детей и молодежи «Ранак» г.Минска»,беспартийная,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/100-5.html,Есенинский избирательный округ,100,67391,5,Минск
Дыбовский Андриан Викторович,Дыбовский,Андриан,Викторович,M,0,1988,начальник отдела продаж общества с ограниченной ответственностью «КлинМи»,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/101-1.html,Каменногорский избирательный округ,101,65631,6,Минск
Ковалев Андрей Федорович,Ковалев,Андрей,Федорович,M,0,1978,директор общества с ограниченной ответственностью «Конгер»,член Белорусской патриотической партии,член Белорусской патриотической партии,политическая партия,г. Минск,г. Минск,/candidates/101-2.html,Каменногорский избирательный округ,101,65631,6,Минск
Роль Роман Игоревич,Роль,Роман,Игоревич,M,0,1997,секретарь первичной организации общественного объединения «Белорусский республиканский союз молодежи» с правами районного комитета учреждения образования «Белорусская государственная академия искусств»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/101-3.html,Каменногорский избирательный округ,101,65631,6,Минск
Старовойтова Анна Валентиновна,Старовойтова,Анна,Валентиновна,F,1,1966,депутат Палаты Представителей Национального собрания Республики Беларусь,беспартийная,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/101-5.html,Каменногорский избирательный округ,101,65631,6,Минск
Терешкова Елена Александровна,Терешкова,Елена,Александровна,F,0,1977,врач-челюстно-лицевой хирург УЗ «11-я городская клиническая больница»,член Партии БНФ,член Партии БНФ,политическая партия,г. Минск,г. Минск,/candidates/101-6.html,Каменногорский избирательный округ,101,65631,6,Минск
Чернушина Диана Александровна,Чернушина,Диана,Александровна,F,0,1986,заведующий сектором ГУ «Республиканская научно-техническая библиотека»,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/101-7.html,Каменногорский избирательный округ,101,65631,6,Минск
Бычковский Валерий Васильевич,Бычковский,Валерий,Васильевич,M,0,1977,водитель общества с ограниченной ответственностью «Трансскаут»,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/102-1.html,Западный избирательный округ,102,63059,7,Минск
Драгилев Павел Валентинович,Драгилев,Павел,Валентинович,M,0,1973,ремесленник,член Белорусской социал-демократической партии (Грамада),член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/102-2.html,Западный избирательный округ,102,63059,7,Минск
Женевский Николай Владимирович,Женевский,Николай,Владимирович,M,0,1981,директор общества с ограниченной ответственностью «МОГИРУС ИМПОРТ»,член партии «Белорусская социал-демократическая Грамада»,член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/102-3.html,Западный избирательный округ,102,63059,7,Минск
Круглик Юрий Викторович,Круглик,Юрий,Викторович,M,0,1981,директор учреждения «Главный информационно-аналитический центр Министерства образования Республики Беларусь»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/102-4.html,Западный избирательный округ,102,63059,7,Минск
Ленчевская Марина Александровна,Ленчевская,Марина,Александровна,F,0,1971,начальник секретариата Председателя Правления отрытого акционерного общества «Сберегательный банк Беларусбанк»,беспартийная,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/102-5.html,Западный избирательный округ,102,63059,7,Минск
Островский Василий Владимирович,Островский,Василий,Владимирович,M,0,1954,"председатель Минской областной организации защиты потребителей, индивидуальный предприниматель",член Партии БНФ,член Партии БНФ,политическая партия,г. Минск,г. Минск,/candidates/102-6.html,Западный избирательный округ,102,63059,7,Минск
Родионов Андрей Александрович,Родионов,Андрей,Александрович,M,0,1960,заместитель начальника инновационно-технического центра Белорусского государственного университета информатики и радиоэлектроники,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/102-7.html,Западный избирательный округ,102,63059,7,Минск
Ковалькова Ольга Александровна,Ковалькова,Ольга,Александровна,F,0,1984,главный бухгалтер Жилищно-строительного потребительского кооператива № 791,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/103-1.html,Пушкинский избирательный округ,103,60893,5,Минск
Оленцевич Алексей Михайлович,Оленцевич,Алексей,Михайлович,M,0,1989,заместитель директора по производству информационно-рекламного коммунального унитарного предприятия «Мингорсправка»,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,"политическая партия, сбор подписей избирателей",г. Минск,г. Минск,/candidates/103-2.html,Пушкинский избирательный округ,103,60893,5,Минск
Панасюк Василий Васильевич,Панасюк,Василий,Васильевич,M,0,1966,председатель Минского городского Совета депутатов 28-го созыва,беспартийный,не состоит в партии,"сбор подписей избирателей, трудовой коллектив",г. Минск,г. Минск,/candidates/103-3.html,Пушкинский избирательный округ,103,60893,5,Минск
Тушинский Денис Михайлович,Тушинский,Денис,Михайлович,M,0,1979,старший преподаватель кафедры английского языка гуманитарных специальностей факультета международных отношений Белорусского государственного университета,член Белорусской партии «Зелёные»,член Белорусской партии «Зелёные»,политическая партия,г. Минск,г. Минск,/candidates/103-4.html,Пушкинский избирательный округ,103,60893,5,Минск
Шматин Александр Сергеевич,Шматин,Александр,Сергеевич,M,0,1967,мастер производственного обучения кафедры «Военная автомобильная техника» Белорусского национального технического университета,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/103-6.html,Пушкинский избирательный округ,103,60893,5,Минск
Борушко Александр Владимирович,Борушко,Александр,Владимирович,M,0,1979,директор частного торгово-производственного предприятия «Миротон»,член Либерально-демократической партии,член Либерально-демократической партии,политическая партия,г. Минск,г. Минск,/candidates/104-1.html,Кальварийский избирательный округ,104,65522,6,Минск
Василевич Мария Викторовна,Василевич,Мария,Викторовна,F,0,1997,редактор отдела редакторов главной дирекции подготовки телепрограмм генерального продюсерского центра Белтелерадиокомпании,беспартийная,не состоит в партии,сбор подписей избирателей,г. Минск,г. Минск,/candidates/104-2.html,Кальварийский избирательный округ,104,65522,6,Минск
Казанович Андрей Иванович,Казанович,Андрей,Иванович,M,0,1972,директор совместного общества с ограниченной ответственностью «КАИАНТ»,член Белорусской социал-демократической партии (Грамада),член Белорусской социал-демократической партии (Грамада),политическая партия,г. Минск,г. Минск,/candidates/104-3.html,Кальварийский избирательный округ,104,65522,6,Минск
Масловский Николай Алевтинович,Масловский,Николай,Алевтинович,M,0,1976,индивидуальный предприниматель,член Объединенной гражданской партии,член Объединенной гражданской партии,политическая партия,г. Минск,г. Минск,/candidates/104-4.html,Кальварийский избирательный округ,104,65522,6,Минск
Насевич Геннадий Викторович,Насевич,Геннадий,Викторович,M,0,1971,директор дорожно-эксплуатационного коммунального унитарного предприятия «Ремавтодор Фрунзенского района г.Минска»,член Коммунистической партии Беларуси,член Коммунистической партии Беларуси,"сбор подписей избирателей, политическая партия",г. Минск,г. Минск,/candidates/104-5.html,Кальварийский избирательный округ,104,65522,6,Минск
Шишов Виталий Федорович,Шишов,Виталий,Федорович,M,0,1963,начальник отдела охраны государственного учреждения «Городской центр олимпийского резерва по теннису»,член Республиканской партии труда и справедливости,член Республиканской партии труда и справедливости,политическая партия,г. Минск,г. Минск,/candidates/104-6.html,Кальварийский избирательный округ,104,65522,6,Минск
